phone,rating,review,source
iphone,5,I really like my iPhone X. I like being able to use gestures such as swiping the bottom edge to switch between apps. So much so that I keep doing that gesture on other people’s older iPhones too LOL.It’s got a great camera too.I just think it shouldn’t be so damn expensive. It’s way too overpriced for what it is.,Productreview.com.au
iphone,4,"It is an Iphone yayy. Can't fault it. It has been excellent. Upgraded from iPhone 7s so it is a big improvement.The only bad things I can find is the price. these phones are expensive. paid mine 1400+dollar. The iphone X accessory are expensive too compared to other model. Overall, love it, can't live without it.",Productreview.com.au
iphone,3,"Definitely not worth the money that they charge you. I own a vast amount of Apple products. I bought 3 iPhone X’s all in protective cases. One was put in an otter box protective case that was recommended by Apple employees.A few months after purchase the phone fell off a table not more than half a metre high and the back glass on the phone shattered. It’s was such a small fall. The camera glass was fine. Spoke to Apple about fixing it and apparently you have to replace the entire phone at $800+AU if you don’t have Apple care which is $300 AU plus $100 to replace the phone, which is half the price of replacement if you don’t have Apple care.Prior to this accident the faceId camera was not working on this phone. Apple wouldn’t even look at it and their diagnostics apparently don’t tell them anything about this issue and how long it has failed for which is convenient for them. Now they refuse to open the phone because the back glass is broken.Apple have become the biggest joke in the industry building inferior products all the while increasing their prices dramatically.I would recommend an iPhone 8 or another brand of phone. I Would never recommend the iPhone X To anyone. It is just not worth even half of what they charge for it.",Productreview.com.au
iphone,5,"This iphone x is the best phone I have ever usedI really like the edge which a largen your screenIt works fine and the size is just fits for my jeans pocket, the only thing that i do not like is I bought the 64gb one, I should buy the 256gb oneI also like how the iphone app detect my face to different animals as it is so funny! Hope this will help.",Productreview.com.au
iphone,5,"it's pricey, but it is the best iphone, i have used.  The Face id works like a charm.  gone are the days, when I have to enter passwords for each and every damn app, face id just unlocks it. It works also in dark. the camera is excellent and so is the quality of the pics.",Productreview.com.au
iphone,5,LIke guys seriously the iPhone x is so good. I know it's pricey but it worths. The shape is amazing. However material made it become a little bit slippery. If you don't use a case yah you might need to pay a new screen...The function is good. The camera is super nice!!!!,Productreview.com.au
iphone,4,"So after getting the new iPhone it had everything included which was awesome as I’ve always had a second hand phone. I love the way it feels, the way it runs, takes photos & videos. I’m in love with the big screen and the battery life is so great! I’ve recommended it to everyone!",Productreview.com.au
iphone,2,"I recently purchased iPhoneX via optus 12 month plan. I am paying $140 after 25% student discount. While I got addicted to the new bigger screen quickly soon I realised its not worth the price. Surely will be sustainable as it is an apple product, but iphone 7/8 does the same job at a much lower price.",Productreview.com.au
iphone,5,"I love most things about this phone. The big screen is great. The face recognition is fantastic (when it works, most of the time.) The face recognition auto fills passwords for you and gives you access without a pin. It does seem to take ages to charge but I don’t often run out of battery so I guess that’s ok. Most important to me is that the camera is good. I think it’s fantastic, with the only drawback being that sometimes moving subjects blur. One issue that I have had is that my initial restore never fully completed and I unfortunately lost a small amount of data, which occasionally is problematic. Another issue is that the uploading of photos to iCloud never seems to fully complete either, so my shared photo streams aren’t updating. Overall though I am happy with this purchase.",Productreview.com.au
iphone,3,"Ok so I currently have an iPhone X through Vodafone but the only downside to this phone is the fact that the whole phone is made out of glass, like super super THIN glass. I had my phone for around a month before it fell on the floor (with a case and screen protector on) and the whole thing shattered to pieces. I was unable to use it at all as little pieces of glass were coming out, worst part is that Apple apparently couldn’t repair the back of the phone and I would have to pay $800 for a new one through them, thankfully since it’s imsured I got it way cheaper through my phone company. Still very scary since you are paying $1000 upwards for a phone and it breaks with one small drop, needs sturdier glass :(",Productreview.com.au
iphone,3,The iphone X is a very similar version to its previous models which makes me wonder why a person would spend so much on a new phone. However an apple is an apple is an apple. The focus alot on the camera which should not be the only point of focus.,Productreview.com.au
iphone,5,"The screen is large enough to let me watch videos and the surface looks really professionalBut one of the thing is I cannot use the normal earphone, i need to put an adapter in. There’s a lot of option of phone case i can choose which is really good as i used android previously and there’s not much phone case option that i can choose",Productreview.com.au
iphone,5,"The iPhone X is a great phone, Apple try to innovate each year and they did kind of do it. The iPhone X is a lot different to previous versions. I guess that the iPhone 8 is the safe version and the iPhone X is the innovative one. Great device, not sure if it is worth the $2000 price tag.",Productreview.com.au
iphone,4,The iPhone X didn’t exceed my expectations but I did come to like it. The best thing about the new phone is the lack of home button. You don’t realise how convenient it is to just swipe up and not have to press down on a home button until you go back and use the older iPhone models.,Productreview.com.au
iphone,5,Pros:An outstanding cameraA long lasting battery life (although Apple's current slowing down of phones scandal is something to think about)Very fast at performing tasksSlim bezels (notch is no longer noticeable after using for a couple of weeks or so)Great customer service.Cons:Still prefer touchiDNo headphone jackStill a wonderful phone though,Productreview.com.au
iphone,4,I bought this phone around 2 months ago. I think it is a great phone but not the 1500 dollars I spent on it. I don't like the fact that is doesn't have a home button on all phones should have. but it shows no signs of slowing down and if your looking for a long lasting phone this is definitely worth it.,Productreview.com.au
iphone,5,"Have been using for 2 months now, and this phone is phenomenal. The design is nice and slim, the screen is very vibrant and the minimal bezels are awesome. The notch is not as bad as people say it is as I didn't notice it after using it for a week. The camera is awesome, with DSLR level quality photos and the face id is a lot.",Productreview.com.au
iphone,4,"Have used it for a monthmayprosvery fast, excellent customer support from apple, no lags, the bazzels look awesome, face id, very good battery life, amazing cameraconsno headphone jacks, have to use itunes for everything cant just transfer files like android, no fingerprint sensor, very expensiveI may never go back to android and i hope apple continue to upgrade this model.",Productreview.com.au
iphone,5,"Love everything about this phone except the price tag. Screen looks beautiful, performance is awesome, camera takes crisp photos and the phone is so easy to use. Would I recommend it over the iPhone 8/8 plus? Only if you can afford to cough up $1,579 + accessories to protect the phone!",Productreview.com.au
iphone,5,"Upgraded from a iphone 6. Took a while to get used to no home button, but seems obsolete now. Face id is really handy when trying to access phone when your hands are full. Portrait mode on the camera is a big bonus. Larger screen area good, and it comes with a headphone jack so not having to buy this was a nice surprise. Love it",Productreview.com.au
iphone,5,"I have always enjoyed the basic and easy way of iPhone's but have always wanted to change brands as the camera quality was always the same with each new design. Yet as the iPhone X came out i got it and was blown away, it was actually really good and i'm honestly really pleased with it as a apple product.",Productreview.com.au
iphone,4,"I know how I ever got by without this phone. Absolutely amazing! It is easy to use, stylish, heaps of apps available and I love all of the colours. Apple has done a great job in the development with the phone. I tell all of my friends that they need to get one.",Productreview.com.au
iphone,5,"Totally worth the price. I got mine on launch day from optus and was instantly blown away with this phone, i had upgraded from the iphone 6 i immediately was able to adapt the the loss of the home button and am quite happy without it. I love the face ID and have never had a problem with it, it quickly adapts to changes such as sunglasses. the Camera is amazing and takes the best photos effortlessly, features are great and the phone fits in the palm of my small hands easily. I would never go back to another style of iphone and i hope apple continue to upgrade this model.",Productreview.com.au
iphone,5,My recent purchase of the iPhone X is my fourth Apple iPhone and each model has been a delightful improvement in both capability and capacity.  I really like it’s intuitive operating system and the new added gestures make it even easier and faster to use. It is robust and easy to handle and I have no complaints regarding its design or operation. Great product!,Productreview.com.au
iphone,5,"Love it, love it, love it. Really good phone, has so many features, nice and smooth, touch works great, Apple has really stepped up in this model only screen size needed to be little larger but I still love it, it’s really excellent phone to use and has excellent camera too.",Productreview.com.au
iphone,3,"Good Phone better than previous models however one thing I am not happy is the camera at the back is not flat so if you put the phone down it will first hit/scratch the camera lens thus very disappointing. Otherwise, the camera is good, features are great nothing to complain compared to S8+ android phone. Small handly fits in palm",Productreview.com.au
iphone,4,"Great camera, takes good quality photos even when the subject is moving it still tends to get a clear pic. Nice big screen. Torch is brighter than previous iPhones. Very responsive. Lock screen can be a buggy sometimes (when entering passcode to unlock screen). All in all pretty happy with this phone.",Productreview.com.au
iphone,4,"Get it on the plan. It's good but however, at this price, you have to ask for a higher standard.- The face ID doesn't work perfectly. At least not as smooth as the touch ID- Many apps don't support the screen size- Why can't we have 128Gb?",Productreview.com.au
iphone,3,"i got it from a phone plan, but I wouldn’t buy it and spend $1500 on it while I can get other phones with the same features for less. After a while, the phone also starting to slow down. What I like about it though is the high def display.",Productreview.com.au
iphone,4,"As I said, love the screen and camera. Camera significantly improved especially in evening shots. But the phone still has lots of bugs, hence my rating.Sometimes it glitches when I need do answer the call, it doesn't want to swipe. Otherwise very responsive, but overpriced smart phone. Thanks.",Productreview.com.au
iphone,4,"Love my Apple products and this new addition has some added bonuses from the past phones. The security features, ease of use and the nice slim design is what Apple is known for. The device works very well, is fast at processing and has an awesome battery life (always could be better).",Productreview.com.au
iphone,5,"Definitely recommend this phone has been the best iPhone so far, If you’re wanting a better camera and a smaller phone also lighter with better battery life suggest looking at this. You’ll be happy with the outcome.  Was thinking about Samsung but if you’re an apple person stay all Apple.",Productreview.com.au
iphone,4,"Apple has finally made an improvement with this iPhone, more memory, better camera, greater features & a much larger screen to make things clearer. I am finally loving my new iPhone, after missing the home button for a week or two, I have become used to it not being there.",Productreview.com.au
iphone,5,just bought the iphone x recently with my friend. I would recommend buy a case that is strong enough to protect the phone or it could break. But the features are mind blowing and is extremely worth its price like the Animoji like that is the best and the Face ID is also awesome,Productreview.com.au
iphone,5,"I actually thought that I wouldn't like this phone, but i am totally in love with it. It takes a little bit to get used to the fact it has no home button, and all the new gesture controls you need to learn, but once you do there is no turning back. I really love the face ID as well.",Productreview.com.au
iphone,1,"I don't want to change my other appliances to use only iPhone, its not supporting any smart TV, not supporting phone operated light , in fact cant be used with other products, still have very common issue cant even set my favorite ringtone, I phone X not easy access .",Productreview.com.au
iphone,5,"It was my first purchase of Apple phone , I already have a Galaxy S8 from Samsung.Apart from notch at the top I have nothing to complain about this phone. Excellent build, superb software and excellent all round performance.Battery could have been a bit better for a heavy user like me, especially when my Samsung outruns this phone on a busy day.I would recommend this phone to anybody who wants to have a great smartphone up their sleeves.",Productreview.com.au
iphone,5,It’s great if you love the iphones.Had to watch YouTube to learn how to find functions on the phone. They need to come with basic instructions for new models like this.Still only standard ring and text tones. They need to update this feature with new sounds and more wall papers,Productreview.com.au
iphone,4,"One of my friends recently got the new iPhone X and we took some random photos but they all turned up amazing. The quality is outstanding. However, I do have a concern with the Face ID. WHat if you had an identical twin. In 5 seconds they could swipe you phone and look through everything. Or if you had a photograph of the owner, if you held it up to the camera, would it unlock?",Productreview.com.au
iphone,4,"It is beautiful phone, elegant design and I am happy with that, I always fan of apple product.Phone is fast, battery is good.i like the design , my old phone from Apple as well but with this model I can not imagine how amazing! I love this phone because the resolution is high qualityThanks Apple design iPhone X",Productreview.com.au
iphone,5,"It is a very expensive phone but it is definitely a great phone, it has some amazing features such as the animoji and portrait camera. The storage is absolutely amazing and it is so much easier to use face I.D. instead of fingerprints and passcodes. Without the home button it looks like it is from the future.",Productreview.com.au
iphone,5,I find the iPhone x an excellent product which has great performance over other phones I have used. The graphics are excellent and it takes fantastic photos. The feature such as face recognition are excellent and one I particularly like is when the phone rings and it know I am looking at the phone the volume reduces automatically.,Productreview.com.au
iphone,4,"I am an Apple fan so I can be a little bias. This is only because all my other electronics work and talk together harmoniously. Face ID is good but not a real selling point. Screen resolution itself is very bright and vibrant - love the colour output it gives. Animoji is a gimmick, but fun nonetheless. Wireless charging is convenient but slow. If you're looking to upgrade but without the price tag, I'd go for an iPhone 8. I just like the X because it was the latest model!",Productreview.com.au
iphone,5,The apple iPhones are the best I just love them.I have 5 and 6 waiting to get the next one .The features are so easy to manage. I recommend to everyone.However I have heard that with the 10 you have to buy all the extras from iphone which I wont be getting.As all other iphones the bluetooths universal can be used so skip the 10.,Productreview.com.au
iphone,5,"I'm the first to admit that I enjoy my Apple products. My HomePod has been a wonderful addition to the house (would be better if Siri worked), and I love my MacBook Pro and iPad. There are limitations with all of them, but I'm happy with them nonetheless.With the iPhone X, the price is quite high, although let's be honest, it's not that much higher than flagship phones from some other manufacturers. If you want a cheaper phone, there will of course be other phones that will do the job for you. But if you use your phone a lot, as I do, then it can be worth paying more.Most of the changes in this phone don't make that much difference to its use. The extra screen space (without much of a bezel) is brilliant, and immediately made the old iPhone display look dated to me. The notch is... weird. I mean, why not just have a slight bezel on the top? But they made the choice. Knowing that some Android manufacturers would follow, Google has baked in notch support into the latest version of Android. It's a puzzling design decision to me, but it really doesn't get in the way very often. Occasionally in a full screen video, but not very often.Face ID is great. It works most of the time, although on occasion I find myself still having to use the pass code.Getting used to the new controls, without the home button, has taken a little bit of getting used to. Accessing control centre is done by swiping from top right, which is impossible one handed. That's a strange choice to me, too.It's fast. No lag on anything, really. And seeing apps running full screen on this thing, because of the large display, is awesome.I've heard a lot of people complaining about the price, or some of the features. If it's not for you, it's not for you, and that's OK. But if you're after a great looking phone that can do a lot of stuff very fast, has access to a lot of great apps, and you have the spare cash, go nuts.",Productreview.com.au
iphone,3,"Apple need a reality check. I wish the buying public would give it one.This phone was bought outright for me as a present. I was considering switching to Samsung who still pretend to care about their customers. Apple Australia couldn't give three-tenths of a pooh about their customers anymore.It's an okay phone. If it were half the price, I'd recommend it. But at $1700, pfft.",Productreview.com.au
iphone,5,I love it just upgraded from an iPhone 5 and can't live without it great camera and really simple to use my wife is totally jealous and I will probably going to have to update her phone but that is the only real down side. The slim design and compact design is what really got me interested in the first place.,Productreview.com.au
iphone,5,"I waited for years to upgrade to the latest iPhone and am not disappointed. It takes a short while to adjust to the lack of a home button but once you get used to it there's no turning back. This is a very slick phone, a bit pricy but probably worth it",Productreview.com.au
iphone,4,i love the slim design and ease of use with the iPhone ....as I cannot read clearly the iPhone is great as it allows me to enlarge the txt large enough for me to read without putting my reading glasses on everytime I get a message...there is enough storage for me to download heaps of apps and to take lots of phots and videos which I do frequently...the camera has a good zoom facility although the picture quality does diminish with the zoom but otherwise the pics are great quality I would like a few more editing features though.,Productreview.com.au
iphone,5,"Its incredibly fast, great design, Face ID works like a charm (even in the night...when there is less light) I personally love the camera, the quality of the photos and videos are amazing. The notch was something I wasn't a big fan of. However, its amazing how quickly I got used to it.I do wish I bought the 256GB version...with amount of 4k videos I take, the phone fills up quite fast.",Productreview.com.au
iphone,4,Love iphone X !! Really fast and incredible camera quality. However can sometimes crash which isn't all that well but generally is a very good product. I really like the large display and is a good change from the previous iphones.Also thhe size of this iphone was perfect for me too as I felt like the ihpone+ of other models were just a tad too big for me. I have a love-hate relationship with the side of the phone though and think they couldve improved by having perhaps gold/ rose gold as a colour option.,Productreview.com.au
iphone,5,I love Apple product using from last 8 years.in iPhone X it’s amazing the shape.specially no buttons on front.face id function is amazing no body else can touch my phone without me.my wife try to open even she try when I was sleeping but because my eyes was closed so she couldn’t open it.,Productreview.com.au
iphone,3,"some summary of this product- very very very very expensive- very fast- apple- OLED display ( this is very good ) , wide display- new UI- wireless charging tech.- face recognition tech.In my opinion this is not perfect and JOBs's style but it's good",Productreview.com.au
iphone,5,"The iPhone x is a very high quality and very special to use and a lot more new features to useThis a special phone because the brand new features like face ID,animoji and much more as with all Apple it's easy to use made from delicate materials thanks for reading",Productreview.com.au
iphone,3,"As with all Apple phones, they are very easy to use and they are generally built with high quality materials, but also like all Apple products, the iPhone X is extremely expensive, despite all of its features, they are not really worth it for the price Apple is charging. If the phone was $200-$300 cheaper it would be significantly more worth it but I could only recommend it for people that could justify spending over $1000 on a phone.",Productreview.com.au
iphone,5,The iPhone x is a beautiful phone with the brand new face id and animoji that has been released by Apple. It also has 2 cameras for taking better photos. Thee photos I take with my iPhone x are crisp and clear! Overall this is a great product though it is quite expensive.,Productreview.com.au
iphone,4,"Great screen, excellent quality. However I believe the speed and performance could be improved a lot in the next iPhone made! I believe something can be done however apart from that the overall sveeen and no home button is amazing! More variety of colour would be good also! Overall would give 8/10",Productreview.com.au
iphone,4,"I can’t really fault the iPhone X except for a few minor things. I bought the 256GB model, and it is excellent. Zippy, fast, responsive. The screen is beautiful, although Apple cites “edge to edge” but it really isn’t. It’s kind of full screen, but with very noticeable black bezels. Just compare it to the Samsung S8 or S9 with the curved edges. This is what I had expected Apple to do with the iPhone X, but they didn’t. Maybe they are saving it for a future release.The other issue is the beautiful screen, which unfortunately is very prone to micro abrasions. Remember the Jet Black iPhone 7? They warned us that the back might be subject to microabrasions, so we were prepared for it. They did not warn us about the screen on the iPhone X, and having used it for a few short months in my pocket which has nothing else in it, there are noticeable micro abrasions, and when I approached an Apple store staff member, they were unable to help or swap out the device. overall happy with it, but few small annoyances, which may or may not be ironed out in future releases.",Productreview.com.au
iphone,5,"Been using it since the day of the launch. It's pricey, yes, but it's a really fast phone, powerful, with amazing display. iOS is getting old for sure, but I have no complaints in a way because the apps are almost always better than the Android's.FaceID works great though it limits the way you unlock your phone on certain occasions like when you lay the iPhone on the table, or that you have to hold it facing you to unlock. Apart from these, it feels natural to unlock the phone.If you are not tied to the Apple Ecosystem, however, other flagship Android phones are great options as well as the camera can definitely compete with the iPhone X",Productreview.com.au
iphone,4,"This iPhone I found to be good like every iPhone although I don’t like having he facial recognition, I would’ve preferred the fingerprint like the previous model, the camera is amazing and the screen is crystal clear, phone does seem to run quicker hold charger longer and even charge quicker then previous models.",Productreview.com.au
iphone,5,"As someone who has always been an iPhone user, I found that I wanted to try a Samsung to switch things up. The iPhone X drew me in because I found the design, the ease of the phone and the elongated screen was everything I desired about a Samsung but I knew I couldn’t part with the OS of an iPhone.",Productreview.com.au
iphone,5,"Bought iPhone X - 64GB Silver as an upgrade from iPhone 7 in Dec 2017.Love it. Bigger screen size than plus version, Impressed with the dimensions, better battery life, better camera and more features. But got disappointed with the tiny scratches on the beautiful flawless stainless steel rim even with the apple genuine case with leather inlay. Its easy to get scratches on the sides - friction between tiny dust particles getting in to case and steel.",Productreview.com.au
iphone,4,"Got this phone as an upgrade from iphone 6s plus. Physically it feels like you are holding something that would shatter to a million pieces if you drop it. So you have to invest another $65 for a shock proof case. The screen resolution is good but the size is underwhelming especially the i am used to the screen size of the iphone6s plus. Camera is quite awesome. I also loved the face id feature. It is fast and works even in the dark. Performance wise it is quick and i havent experienced any lag yet.The only con is the price. Its too expensive and it should have wireless headphones and wireless chargers for the price.Buy one if you want to be up date with the trends and yoy have money to spare. If not, there are other cheaper phones that can do the same job..",Productreview.com.au
iphone,3,"I didn’t really like the iPhonex, I don’t know is it only me or for everyone. The battery lift is really poor. I bought it because my iPhone6+’s battery won’t last for a whole day so I bought this one but the battery lift for iPhonex is even worse than my old iPhone6+, when I checked in setting for battery usage it shows 40000+ days so I took it to apple store and checked if there is anything wrong with my iPhonexs battery they said the usage date is a bit wired but there is no problem with my battery and didn’t replace for me.",Productreview.com.au
iphone,5,"I had read other review on this phone and was a little dubious as to if I would like it. As soon as I started using the phone I loved it! Didn’t have any issues with getting used to not having a home button, love all the features and found them very easy to use. The only criticism I have is that you can’t display the battery percentage on the screen but that isn’t really a huge deal",Productreview.com.au
iphone,4,"Apples tech just gets better with each phone, however I dislike not having a earphone home. Takes great photographs, great app storage. Sleek stylish look along wth the large screen makes perfect for playing games, taking pictures or streaming movies on Netflix. Great for all young and older generations especially with large screen making it easier to see",Productreview.com.au
iphone,3,"Camera is great, there’s plenty of options to edit the picture. The Portrait option is the best. All of the photos I captured using this option are great.But phone is too heavy compared to other phones. Would have been better if its lightweight. Sometimes the Face Detection doesnt work as well, I have to enter the passcode.If I’ll be given a chance, I would purchase the iPhone 8+ instead of the iPhone X.",Productreview.com.au
iphone,4,Best phone yet! So easy to use and has everything you need. The camera quality is fantastic too. I love being able to have a great camera on my phone rather than having to purchase a camera as well. The phone is super slim and lightweight as well! Love it!,Productreview.com.au
iphone,5,"I love the iPhone X.. Incredible display, incredible sound, incredible long battery life.. I can actually get through the day now with my battery. IF ever I have used my phone that much, I actually use the battery throughout the day, the quick charge, allows the battery to very quickly charge to 50% if anyone is looking at a phone, I highly recommend this one.",Productreview.com.au
iphone,4,"Expensive phone - but stunning design, beautiful display and fast processor.Touch screen is a breeze to use, much more sensitive than the previous models, the Face ID works well however sometimes during cold or hot weather extra protective clothing - it struggles to recognise my face.Without a physical 'home' button using the phone seems more immersive - however there are still many apps out there that require the home button - it becomes annoying as you have to 'make it appear' each time you need to use it.Will recommend to others who are willing to pay for the high price!",Productreview.com.au
iphone,4,"When the iPhone X was announced, I knew I had to have it.A lot of people have criticised Apple for copying Samsung’s Galaxy 8 with its next to nothing bezel but Apples iPhone X’s screen takes the cake. There is pretty much no bezel, meaning the the screen is displayed edge to edge (besides the “notch” at the top where the camera and receiver is located).I bought this phone on launch and have received a few malfunctions here and there. A few given examples were sometimes viewing a website in Safari, the search bar would move higher up to the phone (where the time and signal bar is) and you’ll need to force quit the program to rectify the problem. It’s not a common occurrence, which is fortunate.iPhone users will know the iPhone has a function where their battery displays a “percentage” of the battery life and a better understanding on how long before they should commence charging. iPhone X “does” have this feature but it’s not constantly shown on screen. A simple swipe from top to bottom of the screen would drag down a taskbar which will then display this percentage. Not really an ideal move for me but I can understand why this needed to be done as there is no space for it to be displayed on the top right corner.Minor problems aside, I took this phone with me to Japan for my honeymoon and I took quite a few photos. I was never good at taking photos but I gave my phone to someone who was in the same tour as I was and he took a photo of me and my wife. Apparently, there is a portrait option which focuses on the subject and blurs out the background.If the phone is being used for a lengthy time, the back starts warming up. I’m assuming this is a normal occurrence.Now, a new feature on the iPhone X which the previous models never had is the face ID. This replaces the old fingerprint scanner as the iPhone X obviously doesn’t have the famous home button. The success rate for the phone to detect my face is 99.8% of the time. The face ID will also detect in pitch black as I always use the phone before I go to bed. Most of the time it does not detect in the morning, most likely because I just woken up and my face is still in the tired state.If for any reason, face ID does not detect you, then you have a backup 6 digit pin that you input.The face ID also have the moving emoticons. These can be used for messaging your friend instead of the traditional texting. It detects most facial movements, winking, moving your mouth etc. it records your voice as well. Although, older iPhone models do not have access to this feature, they can still view it.These are just some of the small selection of features and minor issues with the phone but all in all, it’s a great phone.",Productreview.com.au
iphone,5,"I love this phone so much. It is so great and so easy to use. The camera takes stunning photos! I have always supported Apple products ever since I had owned my first iPhone 3. I have not had any bad experience with my iPhone X and do recommend, especially is you love to take great quality photos",Productreview.com.au
iphone,1,I purchase I phone X after last iphone i used iphone 5s.I left iphone because android is too advance than ios.because of all marketing and crazy people i brought iphone x 256gb.I don't like it at all compare to android. Most of the feather was already used in android and they are much better.Not recommended specially for the price. Going to sell and buying samsung galaxy s9.,Productreview.com.au
iphone,5,Face ID works almost every time. Fast CPU and I had used both Pixel 2 and Samsung Note 8. I will prefer X any day of the week. The only issue is few Apps require home Button it is a bit annoying to use it.  The camera is excellent and sound quality is the best.,Productreview.com.au
iphone,5,"It's a great iPhone iteration, with bigger screen space and Face ID. I don't miss the home button and I didn't like Touch ID, I actually find Face ID much more reliable, a glance is enough to unlock my phone or take a look at recent notifications. Display notch is actually not irritating, but a distinctive feature which many other phones now try to copy. Great performance, nice camera and I love wireless charging.I have to say though, Apple is really testing our wallets with iPhone X prices.",Productreview.com.au
iphone,4,"Love Apple products, the way they are streamless, integrated and look good. But this version of the iPhone I feel is trying too hard. I’m not a fan of the face recognition, it doesn’t work in dimlit areas or if someone else wants to look at phone they have to repeatedly put in passcode (whereas iPhone 8 could save their finger print). It feels heavier and not as conveniently sized as the iPhone 6 upwards. Still a good product but with dramatic differences which are difficult to adapt to.",Productreview.com.au
iphone,4,"As an iPhone fan since iPhone 4 release, I love the IPhone X with the full screen, metal frame  and a glass back. The phone looks elegant. I feel like holding a real phone, unlike other phones which are like toys. Love the Face ID function that makes login so easy. There are more to list for this excellent phone.",Productreview.com.au
iphone,3,"Feeling very underwhelmed. Great for the bigger screen in a smaller phone than the plus, however the loss of the home button is very frustrating. Facial recognition is hit and miss and required you to be actually looking at your phone which means unlocking the phone is delayed. I miss the home button where the finger print meant, the phone was unlocked before you even looked at the screen. The ani-emoji now aren’t even special with apps that can do the same.",Productreview.com.au
iphone,5,"Just love this iPhone X, it’s so amazing with its fancy features. Love the face reaconition feature, it’s so handy as you don’t have to remember your passwords.  The Huge Screen is excellent for playing games and watching movies when you need to pass time on the train. The camera is awesome and takes brilliant pictures. I would recommend this product to anyone and I also had the best service from Myers Melbourne.",Productreview.com.au
iphone,4,"Initially I was reluctant about the iPhone X but after using it I would say its the smoothest phone I have ever used. Don't missed the hone button at all, except for touch ID which was much better. Face ID sometimes doesn't work in dark conditions and it can get annoying, hopefully they will fix in the next generation.",Productreview.com.au
iphone,5,"I've skipped out on the last couple of iPhones since there didn't seem to be much difference in hardware, but I'm glad Apple changed the iPhone X up. The screen is huge, without a border taking up space and really the perfect size for my tiny hands. I love the facial recognition and the camera quality is excellent. Very useful and fast but most importantly, the battery life is quite extensive for an iPhone. Definitely the best iPhone I've ever owned.",Productreview.com.au
iphone,5,"I love my iPhone X. The big screen is such a huge difference. It is easy to use, and excellent for games. Face ID is a game changer. Whether if i'm in low light or in the peak of day, Face ID can still recognize me. Amazing! Must buy for any phone user.",Productreview.com.au
iphone,5,"I have had the iPhone X since it’s release and I am so pleased with it, Apple has really outdone themselves! The Face ID feature which replaces Touch ID is almost infallible, so I’m unsure why people seem to have an issue with it.The phones design and the material used in construction is of the best quality and you can really tell when holding the device in your hand. Apple is known for quality hardware and they have not disappointed in this iteration of their flagship mobile phone.One tip though, I bought the 256GB version but if you don’t use the camera so much, maybe stick with the 64GB. With iCloud backup and image file compression built into the iPhone, you will probably get away with the 64GB. I have used 42GB so far and I consider myself a power user with lots of apps and images.",Productreview.com.au
iphone,5,"If you want a phone that will turn heads then this is it. If you want a phone that has a beautiful then this is it. Great camera, Beautiful display but I still miss the headphone pack. I own 5 pairs of $200 - $500 headphones that I can't use with this phone.",Productreview.com.au
iphone,5,"The Apple iPhone X is a great phone, the X is new and innovative. Let's start with the camera. It is breath taking and brilliant. I have owned an S7 and it beats the by a mile. There are added effects to make it look like a DSLR camera. Only sometimes would the fuzzy blurring not full capture the main focus of the image. The phone is quick and sharp. What you would expect from an iPhone. The specs are good, but as apple make iOs it is that much amplified. The face id is fast even though I prefer touch Id. The only little annoyance is the notch, but once you get past that you have a beautiful phone.",Productreview.com.au
iphone,4,"Really nice phone, impressed with faceID. Battery is good but could be better. Overall beast phone. Would I recommend? If you can afford, go for it. iPhone 8's are just as good in my opinion. I've experienced minor lags once a while, a quick update fixed it. 10/10 Love it",Productreview.com.au
iphone,3,"I've had every version of the iPhone and although the X is great, its not worth the $$$ compared to an iPhone 6 Plus.Had my iPhone 6 Plus not have vanished recently, I think it would have done me for another 5 years at least.Save your $$$ and wait for some real improvements !.",Productreview.com.au
iphone,5,"Great phone, some big changes to get used to compared to the old iPhones. The gesture controls are cool to use. Only thing I hope they change is not being able to use the hover button to shut down the X. Oh, and a couple of dollars cheaper would’ve been great too. ;) LOL",Productreview.com.au
iphone,5,"The edge to edge screen is amazing, with OLED you can really see the difference compared to the older iPhones. The best feature would have to be the camera, shooting in portrait mode produces beautiful photos and the 4K video is crystal clear. Highly recommend this phone to suit anyone.",Productreview.com.au
iphone,5,"I have been a long time user of Iphone, from the first one. I was still using my 4 year old Iphone 6 plus and was very happy with it and initially a bit reluctant to pay the price for the X, I was also considering switching to Samsung. Eventually went for the Iphone X and I am super happy with it, it really exceeds what I was expecting. Everything feels faster, more clever. There is nothing 'very' new about this versus older models, but everytyhing just feels better: screen quality, switching between apps, and a lot of smaller new features that I personnally find very cool. I initially was not convinced with the 'new' headphone format (no classic headphone jack(, whereby you are forced to go wireless or to use their small adaptor, but it works ok and I dont see if as a major negative in the end, just need to get use to it. I also noticed people complained about the 'no home button', but I think it is actually great and feels like a very well integrated device.",Productreview.com.au
iphone,4,"Got the iphone x for christmas. My last phone eas an iphone se bought in 2016. I was happy with my SE because of the compact size and didnt want a larger phone. However, I am hooked on my iphone x. It’s larger, yet sleek and handy. Gets a bit warm when charging, but haven’t noticed any problems. Love it!",Productreview.com.au
iphone,5,I don't think so I have seen any phone with such a great finish.It is well rounded looks sold piece .Best effort to provide edge to edge screenNo home button is no issueThe face id works flawlesslyOnly down side is the resolution suddenly becomes wacky one icon would become very big and you have to restart the phone to fix it,Productreview.com.au
